Mã người đăng,Mã bài đăng,Mã dự án,Tỉnh/Thành phố cũ,Tỉnh/Thành phố mới,Huyện/Quận cũ,Phường/Xã cũ,Phường mới,Số nhà,Đường,Loại hình,Cập nhât lần cuối,Số tầng,Có hướng ra đường,Vĩ độ,Kinh độ,Tọa độ,Tọa độ ID,Giá (chữ),Chiều dài,Chiều rộng,Mức độ quảng cáo,Đăng bởi Đối tác,Ngày đăng,Giá bán,Hình thức,Hướng cửa chính,Tình trạng nội thất,Loại hình văn phòng,Đơn giá (tr/m2),Giấy tờ pháp lý,Diện tích
10343901,131293468,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Phường Hiệp Bình,,Đường Hiệp Bình,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.841435,106.73139,"10.8414357,106.7313892",osm:W1270919363,34 tỷ,,,0,False,2026-03-19 13:24:38,34000000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,187.8453 tr/m²,Đã có sổ,181 m²
13096935,131294610,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường An Phú (Quận 2 cũ),Phường Bình Trưng,,Đường Lương Định Của,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.790731,106.74405,"10.7907315,106.7440469",osm:W1006660848,"10,8 tỷ",,,0,False,2026-03-19 14:19:51,10800000000 ₫,Mua bán,,Hoàn thiện cơ bản,Shophouse,103.84615 tr/m²,Đã có sổ,104 m²
10192408,131294675,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 5,Phường An Nhơn,,Đường Dương Quảng Hàm,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.8261385,106.69274,"10.8261382,106.6927431",osm:W1278390663,"14,2 tỷ",,,0,False,2026-03-19 14:22:40,14200000000 ₫,Mua bán,Đông Nam,Nội thất cao cấp,Mặt bằng kinh doanh,232.78688 tr/m²,Đã có sổ,61 m²
29002589,131297031,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường An Phú (Quận 2 cũ),Phường Bình Trưng,,Đường song hành cao tốc Long Thành - Dầu Giây,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.795529,106.77258,"10.7955289,106.7725815",osm:W719993173,32 tỷ,,,0,False,2026-03-19 15:52:11,32000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,336.8421 tr/m²,Đã có sổ,95 m²
18093671,131298848,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 1,Phường Bến Thành,Phường Bến Thành,sạp 67-69 chợ bến thành cửa nam ,Đường Lê Lợi,"Văn phòng, Mặt bằng kinh doanh",2 tuần trước,0,True,10.772276,106.69901,"10.7722762,106.6990117",osm:W1228345137,"4,5 tỷ",,,0,False,2026-03-19 17:03:00,4500000000 ₫,Mua bán,,,Mặt bằng kinh doanh,300 tr/m²,,15 m²
4455150,131300532,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 17,Phường Gò Vấp,72,Đường Lê Hoàng Phái,"Văn phòng, Mặt bằng kinh doanh",5 ngày trước,0,True,10.839022,106.67546,"10.8390218,106.6754637",osm:W745534128,135 triệu,,,0,False,2026-03-26 16:59:54,135000000 ₫,Mua bán,Tây Nam,Nội thất đầy đủ,Mặt bằng kinh doanh,1.2272727 tr/m²,Đã có sổ,110 m²
29203235,131300619,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,Phường Bình Trị Đông,413,Đường Lê Văn Quới,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,10.763908,106.614395,"10.7639086,106.6143944",,"13,98 tỷ",,,0,False,2026-03-20 13:53:01,13980000000 ₫,Mua bán,,Nội thất cao cấp,Mặt bằng kinh doanh,139.8 tr/m²,Đã có sổ,100 m²
8287542,131302255,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 11,Phường Thông Tây Hội,102,Đường Lê Văn Thọ,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.836427,106.65834,"10.8364264,106.658344",osm:W599657816,500 triệu,,,0,False,2026-03-20 16:59:03,500000000 ₫,Mua bán,Tây Nam,,Mặt bằng kinh doanh,10 tr/m²,,50 m²
21012615,131305415,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thành phố Vũng Tàu,Phường 5,Phường Vũng Tàu,,Đường Trần Phú,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.369085,107.06167,"10.3690855,107.0616649",osm:W35923643,135 tỷ,,,0,False,2026-03-20 07:09:12,135000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,40.17857 tr/m²,Đã có sổ,3360 m²
2471495,131314733,1365466525,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Phường Tân Thới Hiệp,,Nguyễn Thị Búp,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,10.87387,106.63121,"10.87387,106.63121",,"5,65 tỷ",,,0,False,2026-03-20 13:42:06,5650000000 ₫,Mua bán,,Nội thất đầy đủ,Shophouse,51.363636 tr/m²,Đã có sổ,110 m²
25486317,131315389,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Tam Phú (Quận Thủ Đức cũ),Phường Tam Bình,,Đường Tam Bình,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.856046,106.73812,"10.8560454,106.7381233",osm:W408171945,"13,2 tỷ",,,0,False,2026-03-20 14:09:09,13200000000 ₫,Mua bán,,,Mặt bằng kinh doanh,139.24051 tr/m²,Đã có sổ,94.8 m²
13924563,131315760,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Phường Bình Hưng Hòa,964,Đường Tân Kỳ Tân Quý,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,10.789686,106.59583,"10.7896866,106.5958303",,"25,5 tỷ",,,0,False,2026-03-21 13:03:03,25500000000 ₫,Mua bán,Bắc,Hoàn thiện cơ bản,Mặt bằng kinh doanh,170 tr/m²,Đã có sổ,150 m²
20865903,131317287,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Huyện Châu Đức,Thị trấn Ngãi Giao,Xã Ngãi Giao,,Đường Lê Hồng Phong,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.649972,107.236946,"10.6499723,107.2369492",osm:W1150881435,"23,7 tỷ",,,0,False,2026-03-20 15:17:47,23700000000 ₫,Mua bán,,,Mặt bằng kinh doanh,11.523314 tr/m²,Đã có sổ,2056.7 m²
3924058,131318323,,Bình Dương,TP Hồ Chí Minh,Thị xã Tân Uyên,Xã Vĩnh Tân,Phường Vĩnh Tân,,Dt 742,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,11.104906,106.71167,"11.1049057,106.71167",,45 tỷ,,,0,False,2026-03-20 16:00:38,45000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,9.375 tr/m²,Đã có sổ,4800 m²
479466,131318511,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 10,Phường Bảy Hiền,𝟔𝟏𝟖/𝟑𝟐/𝟏𝟖𝐃,Đường Âu Cơ,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.774889,106.647995,"10.7748892,106.6479932",osm:W713832849,"7,8 tỷ",,,0,False,2026-03-20 16:08:04,7800000000 ₫,Mua bán,,Hoàn thiện cơ bản,Mặt bằng kinh doanh,108.03354 tr/m²,Đã có sổ,72.1998 m²
31165901,131320994,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Bình Mỹ,Xã Bình Mỹ,hẻm 173,Đường Hà Duy Phiên,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.941103,106.64586,"10.941103,106.6458551",osm:W707282873,"5,9 tỷ",,,0,False,2026-03-20 18:05:37,5900000000 ₫,Mua bán,,Hoàn thiện cơ bản,Mặt bằng kinh doanh,23.496614 tr/m²,Đã có sổ,251.1 m²
22011194,131321748,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,Xã Bình Hưng,C3/T24R,Đường Phạm Hùng,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.732878,106.674126,"10.7328775,106.674126",osm:W528264270,"2,5 tỷ",,,0,False,2026-03-20 18:54:19,2500000000 ₫,Mua bán,Bắc,Nội thất đầy đủ,Mặt bằng kinh doanh,46.296295 tr/m²,Giấy tờ khác,54 m²
9839515,131322290,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà B,Phường Bình Tân,,Đường Hồ Văn Long,"Văn phòng, Mặt bằng kinh doanh",hôm qua,0,True,10.818957,106.5997,"10.818957,106.5997033",osm:W693385869,"7,9 tỷ",,,0,False,2026-03-28 13:03:07,7900000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,68.695656 tr/m²,Đã có sổ,115 m²
26210524,131323037,,Bình Dương,TP Hồ Chí Minh,Thị xã Tân Uyên,Phường Tân Hiệp,Phường Tân Hiệp,,-,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,11.048178,106.72356,"11.0481776,106.7235593",,75 tỷ,,,0,False,2026-03-21 13:11:04,75000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,6.880734 tr/m²,,10900 m²
5465580,131327472,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường An Phú Đông,Phường An Phú Đông,,Đường An Phú Đông 12,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,10.859661,106.70577,"10.8596614,106.7057733",,32 tỷ,,,0,False,2026-03-21 08:32:51,32000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,53.333332 tr/m²,Đã có sổ,600 m²
9496167,131330456,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,Phường Tân Tạo,,1A khu công nghiệp Tân tạo ,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,10.759751,106.59082,"10.7597516,106.590819",,55 tỷ,,,0,False,2026-03-21 10:26:28,55000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,13.285024 tr/m²,Đã có sổ,4140 m²
2121143,131330788,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Chiểu (Quận Thủ Đức cũ),Phường Tam Bình,,Đường Lê Thị Hoa,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.873632,106.73684,"10.8736324,106.7368386",osm:W607219455,"6,6 tỷ",,,0,False,2026-03-21 10:39:18,6600000000 ₫,Mua bán,,Hoàn thiện cơ bản,Mặt bằng kinh doanh,60 tr/m²,Đã có sổ,110 m²
2121143,131330924,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Trung (Quận Thủ Đức cũ),Phường Linh Xuân,,Đường Lê Văn Chí,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.864332,106.780876,"10.8643318,106.7808762",osm:W32899360,7 tỷ,,,0,False,2026-03-21 10:44:24,7000000000 ₫,Mua bán,,Nội thất đầy đủ,Văn phòng,140 tr/m²,Đã có sổ,50 m²
30681492,131333376,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Bình An,Phường Đông Hòa,,Đường Lê Văn Tách,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.877345,106.75818,"10.8773447,106.7581789",osm:W503561779,5 tỷ,,,0,False,2026-03-22 16:25:04,5000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,40.98361 tr/m²,Đã có sổ,122 m²
9850392,131336425,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Trung Chánh,Xã Bà Điểm,,Đường Song Hành Quốc Lộ 22,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.858,106.60791,"10.8579995,106.6079091",osm:W1267788902,"14,3 tỷ",,,0,False,2026-03-22 13:28:02,14300000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,93.46405 tr/m²,Đã có sổ,153 m²
29628419,131336639,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Tân Sơn Nhì,Phường Tân Sơn Nhì,,272 Gò Dầu ,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,10.799788,106.63061,"10.7997882,106.630604",,160 triệu,,,0,False,2026-03-21 14:46:42,160000000 ₫,Mua bán,,,Mặt bằng kinh doanh,1.6 tr/m²,,100 m²
21984146,131337792,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường An Phú Đông,Phường An Phú Đông,48, An Phú Đông 09,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,10.859661,106.70577,"10.8596614,106.7057733",,170 triệu,,,0,False,2026-03-21 15:32:08,170000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,1.7 tr/m²,,100 m²
2112399,131339824,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 10,Phường Chánh Hưng,,Đường Phạm Hùng,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.746389,106.66896,"10.7463894,106.6689636",osm:W722021197,"17,5 tỷ",,,0,False,2026-03-22 13:36:03,17500000000 ₫,Mua bán,,Nội thất cao cấp,Mặt bằng kinh doanh,72.916664 tr/m²,Đã có sổ,240 m²
16386156,131340273,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Phường Xuân Hòa,,Đường Trương Định,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.780703,106.6863,"10.7807024,106.6863035",osm:W654858471,560 tỷ,,,0,False,2026-03-22 16:06:02,560000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,685.4345 tr/m²,Đã có sổ,817 m²
31174623,131342030,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 3,Phường Võ Thị Sáu,Phường Xuân Hòa,341 Hai Bà Trưng phường Xuân Hoà quận 3 ,Đường Hai Bà Trưng,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,10.783449,106.69366,"10.7834495,106.6936593",,350 triệu,,,0,False,2026-03-21 18:52:41,350000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,1.4 tr/m²,,250 m²
19531135,131343067,,Bình Dương,TP Hồ Chí Minh,Huyện Bắc Tân Uyên,Xã Đất Cuốc,Xã Bắc Tân Uyên,,Tạo Lực,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,11.09374,106.83495,"11.0937408,106.8349509",,50 tỷ,,,0,False,2026-03-21 19:57:17,50000000000 ₫,Mua bán,,,Mặt bằng kinh doanh,6.0240965 tr/m²,,8300 m²
27255464,131346226,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Tương Bình Hiệp,Phường Chánh Hiệp,,Đường Hồ Văn Cống,"Văn phòng, Mặt bằng kinh doanh",7 ngày trước,0,True,11.005041,106.64186,"11.005041,106.6418572",osm:W146075753,"26,8 tỷ",,,0,False,2026-03-23 16:02:04,26800000000 ₫,Mua bán,,,Văn phòng,27.369282 tr/m²,,979.2 m²
14008646,131348702,987630212,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Bình Hòa,Phường Bình Hòa,,Đường Nguyễn Du,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.919315,106.73298,"10.9193151,106.7329783",osm:W146053587,"1,8 tỷ",,,0,False,2026-03-22 09:28:32,1800000000 ₫,Mua bán,Đông,,Mặt bằng kinh doanh,56.25 tr/m²,Đã có sổ,32 m²
26029054,131352798,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,Phường Trung Mỹ Tây,,Đường Dương Thị Mười,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.860002,106.630875,"10.8600016,106.6308725",osm:W609063534,15 tỷ,,,0,False,2026-03-22 12:10:39,15000000000 ₫,Mua bán,Đông Nam,,Mặt bằng kinh doanh,85.71429 tr/m²,Đã có sổ,175 m²
38554,131353773,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 13,Phường Tân Bình,,Đường Hoàng Hoa Thám,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,10.801824,106.64747,"10.8018232,106.6474685",,120 triệu,,,0,False,2026-03-22 12:58:13,120000000 ₫,Mua bán,,,Mặt bằng kinh doanh,10 tr/m²,,12 m²
26036439,131359576,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,Phường Phú Thọ Hòa,100A,Đường Nguyễn Xuân Khoát,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.78914,106.63352,"10.7891396,106.6335228",osm:W32587315,130 triệu,,,0,False,2026-03-22 17:37:09,130000000 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,4.3333335 tr/m²,,30 m²
21817970,131362717,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 4,Phường 6,Phường Khánh Hội,24,Đường Số 45,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,True,10.758002,106.700386,"10.7580023,106.7003856",osm:W60080211,"8,5 tỷ",,,0,False,2026-03-22 21:05:57,8500000000 ₫,Mua bán,,,Shophouse,157.40741 tr/m²,Đã có sổ,54 m²
20679751,131366660,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,Phường Tân Thới Hiệp,,liên khu 2-5,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,10.860367,106.64387,"10.8603672,106.6438673",,"5,9 tỷ",,,0,False,2026-03-23 08:50:21,5900000000 ₫,Mua bán,,,Mặt bằng kinh doanh,92.621666 tr/m²,,63.7 m²
26460418,131367268,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Chánh Mỹ,Phường Chánh Hiệp,,Bình Dương,"Văn phòng, Mặt bằng kinh doanh",1 tuần trước,0,False,10.991956,106.63208,"10.9919559,106.6320777",,"999,999 tỷ",,,0,False,2026-03-23 09:11:49,999999999999 ₫,Mua bán,,Nội thất đầy đủ,Mặt bằng kinh doanh,5.4054055 tr/m²,Đã có sổ,185000 m²
24926292,131367506,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,Phường Đông Hưng Thuận,,đường Đông Hưng Thuận F ĐÔNG HƯNG THUẬN ,"Văn phòng, Mặt bằng kinh doanh",3 ngày trước,0,False,10.843384,106.63061,"10.8433839,106.630604",,"10,5 tỷ",,,0,False,2026-03-27 17:25:35,10500000000 ₫,Mua bán,,Hoàn thiện cơ bản,Mặt bằng kinh doanh,52.5 tr/m²,Đã có sổ,200 m²
14325645,131368296,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Phường Bình Lợi Trung,,Đường Đặng Thùy Trâm,"Văn phòng, Mặt bằng kinh doanh",7 ngày trước,0,True,10.824377,106.70332,"10.8243772,106.7033222",osm:W1235460613,500 triệu,,,0,False,2026-03-23 09:47:30,500000000 ₫,Mua bán,,,Mặt bằng kinh doanh,5 tr/m²,Đã có sổ,100 m²
443229,131368645,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Trưng Đông (Quận 2 cũ),Phường Bình Trưng,,Đường Đỗ Xuân Hợp,"Văn phòng, Mặt bằng kinh doanh",7 ngày trước,0,True,10.790512,106.78161,"10.7905121,106.7816087",osm:W1273963653,"58,3 tỷ",,,0,False,2026-03-23 09:58:30,58300000000 ₫,Mua bán,,,Mặt bằng kinh doanh,230.43478 tr/m²,Đã có sổ,253 m²
28005396,131368950,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông A,Phường Bình Trị Đông,201,Đường Mã Lò,"Văn phòng, Mặt bằng kinh doanh",6 ngày trước,0,True,10.771065,106.60232,"10.7710647,106.6023161",osm:W1267886090,19 tỷ,,,0,False,2026-03-24 16:00:01,19000000000 ₫,Mua bán,Đông,Hoàn thiện cơ bản,Mặt bằng kinh doanh,158.33333 tr/m²,Đã có sổ,120 m²
4466709,131369412,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Dĩ An,Phường Dĩ An,,Đường Nguyễn Trãi,"Văn phòng, Mặt bằng kinh doanh",7 ngày trước,0,True,10.907018,106.758026,"10.9070177,106.758025",osm:W137036047,"9,9 tỷ",,,0,False,2026-03-23 10:21:39,9900000000 ₫,Mua bán,Tây Nam,Hoàn thiện cơ bản,Mặt bằng kinh doanh,49.5 tr/m²,Đã có sổ,200 m²
9335006,131374948,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc B,Xã Tân Vĩnh Lộc,,Đường Trần Hải Phụng,"Văn phòng, Mặt bằng kinh doanh",7 ngày trước,0,True,10.785865,106.55848,"10.7858645,106.5584779",osm:W363408002,"14,4 tỷ",,,0,False,2026-03-23 13:55:17,14400000000 ₫,Mua bán,,,Văn phòng,10.285714 tr/m²,,1400 m²
22582035,131375815,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 12,Phường Bảy Hiền,,Đường Nguyễn Thái Bình,"Văn phòng, Mặt bằng kinh doanh",6 ngày trước,0,True,10.794591,106.65013,"10.7945909,106.6501322",osm:W32583384,45 tỷ,,,0,False,2026-03-24 13:04:05,45000000000 ₫,Mua bán,,Nội thất cao cấp,Mặt bằng kinh doanh,308.21918 tr/m²,Đã có sổ,146 m²
24729784,131377086,987630212,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Phường An Phú Đông,,Đường Hà Huy Giáp,"Văn phòng, Mặt bằng kinh doanh",5 ngày trước,0,True,10.866282,106.67992,"10.8662827,106.6799194",osm:W1124112060,45 tỷ,,,0,False,2026-03-25 15:32:57,45000000000 ₫,Mua bán,Đông Bắc,Hoàn thiện cơ bản,Mặt bằng kinh doanh,160.71428 tr/m²,Đã có sổ,280 m²
81944,131380443,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 3,Phường Hạnh Thông,11/8,Đường Nguyễn Thái Sơn,"Văn phòng, Mặt bằng kinh doanh",5 ngày trước,0,True,10.816479,106.68054,"10.8164785,106.680541",osm:W568236972,90 triệu,,,0,False,2026-03-25 14:46:00,90000000 ₫,Mua bán,,,Mặt bằng kinh doanh,7.5 tr/m²,,12 m²
1324705,131382515,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Đông,Xã Xuân Thới Sơn,25,Đường Xuân Thới 2,"Văn phòng, Mặt bằng kinh doanh",hôm qua,0,False,10.8713665,106.58634,"10.8713667,106.5863415",,"5,5 tỷ",,,0,False,2026-03-28 15:14:28,5500000000 ₫,Mua bán,Tây,Nội thất đầy đủ,Mặt bằng kinh doanh,55 tr/m²,Đã có sổ,100 m²
547161,131385074,,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Thuận Giao,Phường Thuận Giao,769,bùi thị xuân,"Văn phòng, Mặt bằng kinh doanh",6 ngày trước,0,False,10.957153,106.71757,"10.9571535,106.7175669",,"4,7 tỷ",,,0,False,2026-03-23 22:23:42,4700000000 ₫,Mua bán,Đông Bắc,Nội thất đầy đủ,Mặt bằng kinh doanh,44.339622 tr/m²,Đã có sổ,106 m²
18709013,131385742,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Trưng Đông (Quận 2 cũ),Phường Bình Trưng,432,Đường Nguyễn Duy Trinh,"Văn phòng, Mặt bằng kinh doanh",6 ngày trước,0,True,10.788776,106.7779,"10.7887766,106.7778996",osm:W822091005,"14,5 tỷ",,,0,False,2026-03-23 23:38:20,14500000000 ₫,Mua bán,Bắc,Hoàn thiện cơ bản,Mặt bằng kinh doanh,190.78947 tr/m²,Đã có sổ,76 m²
22582035,131392902,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Bình,Phường 14,Phường Tân Bình,,Đường Ba Vân,"Văn phòng, Mặt bằng kinh doanh",5 ngày trước,0,True,10.795627,106.64073,"10.795627,106.6407316",osm:W32587683,"4,3 tỷ",,,0,False,2026-03-25 16:08:02,4300000000 ₫,Mua bán,,Nội thất đầy đủ,Shophouse,74.13793 tr/m²,Đã có sổ,58 m²
9262385,131394121,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi (Quận 2 cũ),Phường Cát Lái,,đặng như mai,"Văn phòng, Mặt bằng kinh doanh",6 ngày trước,0,False,10.75053,106.778435,"10.7505304,106.7784351",,90 tỷ,,,0,False,2026-03-24 12:06:41,90000000000 ₫,Mua bán,Đông Nam,Hoàn thiện cơ bản,Mặt bằng kinh doanh,562.5 tr/m²,Đã có sổ,160 m²
30843812,131397391,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 1,Phường Bến Thành,Phường Bến Thành,75A,ki con,"Văn phòng, Mặt bằng kinh doanh",18 giờ trước,0,False,10.7736,106.69442,"10.7735994,106.6944173",,25 tỷ,,,0,False,2026-03-29 14:55:29,25000000000 ₫,Mua bán,Đông,Nội thất đầy đủ,Mặt bằng kinh doanh,757.57574 tr/m²,Đã có sổ,33 m²
28722275,131399081,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Bình Mỹ,Xã Bình Mỹ,9b,Đường Bình Mỹ,"Văn phòng, Mặt bằng kinh doanh",18 giờ trước,0,True,10.922191,106.61188,"10.9221908,106.6118771",osm:W609444549,"12,5 tỷ",,,0,False,2026-03-29 15:14:57,12500000000 ₫,Mua bán,Nam,Nội thất đầy đủ,Mặt bằng kinh doanh,33.38676 tr/m²,Đã có sổ,374.3999 m²
2077678,131401299,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Chiểu (Quận Thủ Đức cũ),Phường Tam Bình,,Đường Tỉnh lộ 43,"Văn phòng, Mặt bằng kinh doanh",6 ngày trước,0,False,10.873241,106.732346,"10.8732412,106.732344",,200 tỷ,,,0,False,2026-03-24 16:56:07,200000000000 ₫,Mua bán,Đông Bắc,Nội thất đầy đủ,Mặt bằng kinh doanh,49.8132 tr/m²,Đã có sổ,4015 m²
28566992,131404726,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,Phường Tân Tạo,,Đường Hồ Văn Long,"Văn phòng, Mặt bằng kinh doanh",4 ngày trước,0,True,10.762441,106.581924,"10.7624406,106.5819235",osm:W1192838119,180 triệu,,,0,False,2026-03-26 17:00:05,180000000 ₫,Mua bán,,,Mặt bằng kinh doanh,0.36 tr/m²,,500 m²
