Mã người đăng,Mã bài đăng,Mã dự án,Tỉnh/Thành phố cũ,Tỉnh/Thành phố mới,Huyện/Quận cũ,Phường/Xã cũ,Phường mới,Số nhà,Đường,Loại hình,Cập nhât lần cuối,Số tầng,Có hướng ra đường,Vĩ độ,Kinh độ,Tọa độ,Tọa độ ID,Giá (chữ),Chiều dài,Chiều rộng,Mức độ quảng cáo,Đăng bởi Đối tác,Ngày đăng,Giá bán,Hình thức,Tình trạng nội thất,Đặc điểm căn hộ,Hướng cửa chính,Loại hình căn hộ,Hướng ban công,Đơn giá (tr/m2),Giấy tờ pháp lý,Số phòng ngủ,Diện tích,Số phòng vệ sinh
24804104,131452345,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,40,Đường Thống Nhất,Căn hộ/Chung cư,8 giờ trước,0,True,10.89115,106.8022,"10.89115,106.8022028",osm:W1301575040,"1,8 tỷ",,,0,False,2026-03-29 14:19:04,1800000000 ₫,Mua bán,Hoàn thiện cơ bản,Căn góc,Tây Bắc,Chung cư,Đông Nam,32.727272 tr/m²,Hợp đồng mua bán,2 PN,55 m²,2
19408742,131452368,459246879,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 6,Phường 11,Phường Bình Phú,961,Hậu Giang,Căn hộ/Chung cư,3 ngày trước,0,False,10.74578,106.62633,"10.74578,106.62633",,"6,05 tỷ",,,0,False,2026-03-27 08:49:02,6050000000 ₫,Mua bán,Hoàn thiện cơ bản,Căn góc,,Chung cư,,47.637794 tr/m²,Sổ hồng riêng,3 PN,127 m²,3
9984414,131452497,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Lợi,Xã Bình Lợi,,Đường Trần Văn Giàu,Căn hộ/Chung cư,36 phút trước,0,True,10.790711,106.51163,"10.7907115,106.5116282",osm:W1274933698,"1,95 tỷ",,,0,False,2026-03-29 21:20:04,1950000000 ₫,Mua bán,Nội thất cao cấp,,,"Căn hộ dịch vụ, mini",,30 tr/m²,Hợp đồng mua bán,2 PN,65 m²,2
5384611,131452506,1995470089,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,Phường Đông Hưng Thuận,,Nguyễn Văn Quá,Căn hộ/Chung cư,3 ngày trước,0,False,10.84294,106.63099,"10.84294,106.63099",,"1,55 tỷ",,,0,False,2026-03-27 08:56:28,1550000000 ₫,Mua bán,,,,Chung cư,,31.632652 tr/m²,Hợp đồng mua bán,1 PN,49 m²,1
9113532,131452642,1882580226,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Phú Hữu (Quận 9 cũ),Phường Long Trường,,Phú Hữu,Căn hộ/Chung cư,2 ngày trước,0,False,10.79352,106.80008,"10.79352,106.80008",,"1,55 tỷ",,,0,False,2026-03-27 12:30:37,1550000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,38.75 tr/m²,Đang chờ sổ,2 PN,40 m²,1
2828692,131452740,1352822358,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,Xã Nhà Bè,,Đường Nguyễn Hữu Thọ,Căn hộ/Chung cư,3 ngày trước,0,False,10.70719,106.70577,"10.70719,106.7057733",,"6,8 tỷ",,,0,False,2026-03-27 09:05:56,6800000000 ₫,Mua bán,Bàn giao thô,,Đông,Chung cư,Đông Nam,64.15094 tr/m²,Hợp đồng mua bán,3 PN,106 m²,2
19825682,131452787,1745608650,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Phường Thới An,,Thạnh Xuân 13,Căn hộ/Chung cư,hôm qua,0,False,10.87865,106.67743,"10.87865,106.67743",,"3,45 tỷ",,,0,False,2026-03-28 13:47:02,3450000000 ₫,Mua bán,Nội thất đầy đủ,,Tây Bắc,Chung cư,Đông Nam,60.526318 tr/m²,Đang chờ sổ,2 PN,57 m²,1
24424532,131453027,1675720589,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Mỹ,Phường Tân Mỹ,,Đường 15B,Căn hộ/Chung cư,3 ngày trước,0,False,10.70316,106.73216,"10.70316,106.73216",,"2,7 tỷ",,,0,False,2026-03-27 09:17:12,2700000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,40.298508 tr/m²,Hợp đồng mua bán,2 PN,67 m²,2
2348137,131453052,1304941605,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,Phường Bình Hưng Hòa,Hẻm 219,CN1,Căn hộ/Chung cư,hôm qua,0,False,10.81016,106.60759,"10.81016,106.60759",,"2,6 tỷ",,,0,False,2026-03-28 16:53:03,2600000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,38.51852 tr/m²,Sổ hồng riêng,2 PN,67.5 m²,2
11455185,131453121,619633814,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường An Bình,Phường Dĩ An,,Quốc lộ 1A,Căn hộ/Chung cư,hôm qua,0,False,10.87499,106.75698,"10.87499,106.75698",,"2,752 tỷ",,,0,False,2026-03-28 13:31:01,2752000000 ₫,Mua bán,Nội thất đầy đủ,Căn góc,Đông,Duplex,Đông Nam,27.52 tr/m²,Hợp đồng mua bán,3 PN,100 m²,2
18411697,131453154,175905808,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 4,Phường 1,Phường Vĩnh Hội,331,Bến Vân Đồn,Căn hộ/Chung cư,11 giờ trước,0,False,10.75756,106.69245,"10.75756,106.69245",,"6,6 tỷ",,,0,False,2026-03-29 11:16:39,6600000000 ₫,Mua bán,,0,,Chung cư,,67.34694 tr/m²,Sổ hồng riêng,3 PN,98 m²,3
19408742,131453194,2063062760,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,Phường Phú Thọ Hòa,,Âu Cơ,Căn hộ/Chung cư,3 ngày trước,0,False,10.79492,106.63832,"10.79492,106.63832",,"3,35 tỷ",,,0,False,2026-03-27 09:24:15,3350000000 ₫,Mua bán,Hoàn thiện cơ bản,Căn góc,,Chung cư,,49.264706 tr/m²,Sổ hồng riêng,2 PN,68 m²,2
14782095,131453387,1152708619,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Phong Phú,Xã Bình Hưng,,Trịnh Quang Nghị,Căn hộ/Chung cư,hôm qua,0,False,10.6983,106.6435,"10.6983,106.6435",,"3,85 tỷ",,,0,False,2026-03-28 16:38:04,3850000000 ₫,Mua bán,Nội thất cao cấp,,Tây Nam,Chung cư,Đông Bắc,46.385544 tr/m²,Sổ hồng riêng,3 PN,83 m²,2
10339982,131453527,749396620,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Hiệp Tân,Phường Phú Thạnh,239 – 241 – 278 ,Hòa Bình,Căn hộ/Chung cư,15 giờ trước,0,False,10.77228,106.62566,"10.77228,106.62566",,"3,8 tỷ",,,0,False,2026-03-29 07:29:38,3800000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,Đông Nam,58.46154 tr/m²,Đang chờ sổ,2 PN,65 m²,2
24579697,131453840,463915047,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,7 giờ trước,0,False,10.8454,106.81972,"10.8454,106.81972",,"3,65 tỷ",,,0,False,2026-03-29 14:47:54,3650000000 ₫,Mua bán,Hoàn thiện cơ bản,Căn góc,,Chung cư,,52.898552 tr/m²,Hợp đồng mua bán,2 PN,69 m²,2
5504036,131453888,999451979,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 16,Phường Phú Định,Số 114,An Dương Vương,Căn hộ/Chung cư,3 ngày trước,0,False,10.72231,106.61971,"10.72231,106.61971",,"1,76 tỷ",,,0,False,2026-03-27 09:47:50,1760000000 ₫,Mua bán,,,,Chung cư,,33.207546 tr/m²,Hợp đồng mua bán,2 PN,53 m²,1
18411697,131453965,1806795614,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 4,Phường 6,Phường Khánh Hội,,Hoàng Diệu,Căn hộ/Chung cư,11 giờ trước,0,False,10.76517,106.70701,"10.76517,106.70701",,"4,25 tỷ",,,0,False,2026-03-29 10:36:38,4250000000 ₫,Mua bán,,0,,Chung cư,,72.0339 tr/m²,Sổ hồng riêng,2 PN,59 m²,1
17486227,131454038,1131376144,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 10,Phường Gò Vấp,Khu đô thị Cityland Park Hills - Số 18,Phan Văn Trị,Căn hộ/Chung cư,3 ngày trước,0,False,10.83312,106.67161,"10.83312,106.67161",,"5,6 tỷ",,,0,False,2026-03-27 09:52:27,5600000000 ₫,Mua bán,,,,Chung cư,,65.882355 tr/m²,,2 PN,85 m²,
24148153,131454095,1442612090,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,Xã Tân Nhựt,,Tân Túc,Căn hộ/Chung cư,3 ngày trước,0,False,10.68684,106.58548,"10.68684,106.58548",,"2,75 tỷ",,,0,False,2026-03-27 09:54:30,2750000000 ₫,Mua bán,,,,Chung cư,,46.61017 tr/m²,Sổ hồng riêng,2 PN,59 m²,2
4090761,131454261,77246551,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Thuận Giao,Phường Thuận Giao,,Đường Đại lộ Bình Dương,Căn hộ/Chung cư,7 giờ trước,0,False,10.945057,106.70477,"10.9450568,106.7047715",,2 tỷ,,,0,False,2026-03-29 14:48:04,2000000000 ₫,Mua bán,Nội thất cao cấp,Căn góc,,Chung cư,,36.363636 tr/m²,Hợp đồng mua bán,2 PN,55 m²,
3949008,131454604,1651557106,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Trường (Quận 9 cũ),Phường Long Trường,,Trường Lưu,Căn hộ/Chung cư,hôm qua,0,False,10.79732,106.82337,"10.79732,106.82337",,"4,15 tỷ",,,0,False,2026-03-28 16:00:01,4150000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,56.849316 tr/m²,Sổ hồng riêng,2 PN,73 m²,2
31146773,131454724,2064367520,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,2 ngày trước,0,False,10.8454,106.81972,"10.8454,106.81972",,"1,75 tỷ",,,0,False,2026-03-27 10:15:46,1750000000 ₫,Mua bán,Hoàn thiện cơ bản,,Tây Bắc,Chung cư,Đông Nam,58.333332 tr/m²,Sổ hồng riêng,1 PN,30 m²,
21465277,131454738,1312056900,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Lái Thiêu,Phường Lái Thiêu,,Đường Lái Thiêu 14,Căn hộ/Chung cư,8 giờ trước,0,False,10.919534,106.709625,"10.919534,106.7096227",,"2,7 tỷ",,,0,False,2026-03-29 14:07:01,2700000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,40.909092 tr/m²,Hợp đồng mua bán,2 PN,66 m²,2
12614607,131454776,1000826750,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Thuận,Phường Phú Thuận,370,Nguyễn Văn Quỳ,Căn hộ/Chung cư,2 ngày trước,0,False,10.74272,106.74063,"10.74272,106.74063",,"3,58 tỷ",,,0,False,2026-03-27 10:17:40,3580000000 ₫,Mua bán,Nội thất đầy đủ,0,Đông Nam,Chung cư,Tây Bắc,55.076923 tr/m²,Sổ hồng riêng,2 PN,65 m²,2
5504036,131454813,1769506641,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 4,Phường 8,Phường Khánh Hội,,Hoàng Diệu,Căn hộ/Chung cư,2 ngày trước,0,False,10.76522,106.70734,"10.76522,106.70734",,"5,59 tỷ",,,0,False,2026-03-27 10:19:25,5590000000 ₫,Mua bán,,,,Chung cư,,68.17073 tr/m²,Sổ hồng riêng,2 PN,82 m²,2
13678153,131455107,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,Phường Tân Sơn Nhì,36,Đường Tân Thắng,Căn hộ/Chung cư,hôm qua,0,True,10.80366,106.622345,"10.8036604,106.6223433",osm:W817145169,"4,29 tỷ",,,0,False,2026-03-28 21:02:41,4290000000 ₫,Mua bán,Hoàn thiện cơ bản,Căn góc,,Chung cư,,63.088234 tr/m²,Sổ hồng riêng,2 PN,68 m²,2
17945550,131455167,1286269531,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Trung Mỹ Tây,Phường Trung Mỹ Tây,10A,Tô Ký,Căn hộ/Chung cư,8 giờ trước,0,False,10.85826,106.61855,"10.85826,106.61855",,"2,5 tỷ",,,0,False,2026-03-29 14:05:04,2500000000 ₫,Mua bán,Hoàn thiện cơ bản,0,Đông,Chung cư,Tây Bắc,40.98361 tr/m²,Sổ hồng riêng,2 PN,61 m²,2
29876884,131455545,1443179977,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,,Thống Nhất,Căn hộ/Chung cư,7 giờ trước,0,False,10.89285,106.79457,"10.89285,106.79457",,"2,5 tỷ",,,0,False,2026-03-29 14:29:00,2500000000 ₫,Mua bán,,,,Chung cư,,49.019608 tr/m²,,2 PN,51 m²,
26067295,131455626,1816339074,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,Phường An Lạc,,Tên Lửa,Căn hộ/Chung cư,2 ngày trước,0,False,10.75008,106.61113,"10.75008,106.61113",,"2,38 tỷ",,,0,False,2026-03-27 10:47:55,2380000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,44.90566 tr/m²,Sổ hồng riêng,2 PN,53 m²,1
23163311,131455714,1558464985,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Thảo Điền (Quận 2 cũ),Phường An Khánh,,Nguyễn Văn Hưởng,Căn hộ/Chung cư,2 ngày trước,0,False,10.81046,106.73092,"10.81046,106.73092",,"8,9 tỷ",,,0,False,2026-03-27 10:50:47,8900000000 ₫,Mua bán,,,,Chung cư,,141.26984 tr/m²,,1 PN,63 m²,1
4192115,131455897,1609090702,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Phú Mỹ,Phường Tân Mỹ,,Nguyễn Lương Bằng,Căn hộ/Chung cư,hôm qua,0,False,10.70729,106.73198,"10.70729,106.73198",,"5,25 tỷ",,,0,False,2026-03-28 16:08:04,5250000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,75 tr/m²,Hợp đồng mua bán,2 PN,70 m²,2
21696013,131456029,380370828,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thành phố Vũng Tàu,Phường Thắng Tam,Phường Vũng Tàu,,The Sóng,Căn hộ/Chung cư,hôm qua,0,False,10.343432,107.09147,"10.3434329,107.0914726",,"2,2 tỷ",,,0,False,2026-03-28 13:15:00,2200000000 ₫,Mua bán,,,,"Căn hộ dịch vụ, mini",,45.833332 tr/m²,,2 PN,48 m²,1
9397359,131456059,659687081,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 5,Phường Chánh Hưng,,Tạ Quang Bửu,Căn hộ/Chung cư,hôm qua,0,False,10.73445,106.66362,"10.73445,106.66362",,"5,4 tỷ",,,0,False,2026-03-28 21:04:12,5400000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,46.95652 tr/m²,Sổ hồng riêng,2 PN,115 m²,2
5370439,131456204,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Chánh,Xã Bình Chánh,,Đường Quốc lộ 1,Căn hộ/Chung cư,8 giờ trước,0,True,10.66572,106.57101,"10.6657197,106.5710099",osm:W1272139951,"1,25 tỷ",,,0,True,2026-03-29 14:24:02,1250000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,35.714287 tr/m²,Hợp đồng mua bán,1 PN,35 m²,
10590959,131456323,631144398,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường An Lợi Đông (Quận 2 cũ),Phường An Khánh,10,Mai Chí Thọ,Căn hộ/Chung cư,2 ngày trước,0,False,10.80712,106.7558,"10.80712,106.7558",,"13,4 tỷ",,,0,False,2026-03-27 11:10:59,13400000000 ₫,Mua bán,,,,Chung cư,,152.27272 tr/m²,,2 PN,88 m²,2
22682596,131456332,343957681,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Hưng,Phường Tân Hưng,,Nguyễn Hữu Thọ,Căn hộ/Chung cư,hôm qua,0,False,10.74367,106.70149,"10.74367,106.70149",,16 tỷ,,,0,False,2026-03-28 13:16:00,16000000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,98.765434 tr/m²,Sổ hồng riêng,3 PN,162 m²,
9397359,131456358,659687081,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 8,Phường 5,Phường Chánh Hưng,,Tạ Quang Bửu,Căn hộ/Chung cư,hôm qua,0,False,10.73445,106.66362,"10.73445,106.66362",,"6,5 tỷ",,,0,False,2026-03-28 13:49:04,6500000000 ₫,Mua bán,,,,Chung cư,,43.333332 tr/m²,Sổ hồng riêng,3 PN,150 m²,2
31225611,131456426,78627078,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Phú,Phường Tân Mỹ,12,Tân Phú,Căn hộ/Chung cư,2 ngày trước,0,False,10.7376,106.71811,"10.7376,106.71811",,"5,2 tỷ",,,0,False,2026-03-27 11:14:32,5200000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,Đông Nam,54.621964 tr/m²,Đang chờ sổ,2 PN,95.1998 m²,
31225721,131456556,1138817638,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Hưng Định,Phường Thuận An,,Đường Nguyễn Chí Thanh,Căn hộ/Chung cư,7 giờ trước,0,False,10.940189,106.69395,"10.940189,106.6939462",,"1,3 tỷ",,,0,False,2026-03-29 14:51:01,1300000000 ₫,Mua bán,Nội thất cao cấp,,Tây Bắc,Chung cư,Đông Nam,26 tr/m²,Hợp đồng đặt cọc,2 PN,50 m²,1
21465277,131456688,1138817638,Bình Dương,TP Hồ Chí Minh,Thành phố Thuận An,Phường Hưng Định,Phường Thuận An,,Đường Nguyễn Chí Thanh,Căn hộ/Chung cư,7 giờ trước,0,False,10.940189,106.69395,"10.940189,106.6939462",,"1,4 tỷ",,,0,False,2026-03-29 14:36:00,1400000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,32.55814 tr/m²,Hợp đồng mua bán,1 PN,43 m²,1
8766788,131456813,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Phường Hiệp Bình,,Đường Quốc lộ 13,Căn hộ/Chung cư,2 ngày trước,0,True,10.835623,106.71386,"10.8356225,106.7138595",osm:W722367525,"2,8 tỷ",,,0,False,2026-03-27 11:28:40,2800000000 ₫,Mua bán,,,,Chung cư,,50.909092 tr/m²,,2 PN,55 m²,
11665559,131457025,343957681,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Hưng,Phường Tân Hưng,,Nguyễn Hữu Thọ,Căn hộ/Chung cư,hôm qua,0,False,10.74367,106.70149,"10.74367,106.70149",,"6,6 tỷ",,,0,False,2026-03-28 13:34:03,6600000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,Đông,90.41096 tr/m²,Sổ hồng riêng,2 PN,73 m²,2
84027,131457145,1622990415,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường An Phú (Quận 2 cũ),Phường Bình Trưng,,Đỗ Xuân Hợp,Căn hộ/Chung cư,hôm qua,0,False,10.80195,106.75376,"10.80195,106.75376",,"14,88 tỷ",,,0,False,2026-03-28 21:04:37,14880000000 ₫,Mua bán,Nội thất cao cấp,Căn góc,,Chung cư,,131.68141 tr/m²,Hợp đồng mua bán,3 PN,113 m²,2
12164857,131457264,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Hoà Phú,Phường Bình Dương,,Đường Lý Thái Tổ,Căn hộ/Chung cư,2 ngày trước,0,True,11.063409,106.68193,"11.0634091,106.6819333",osm:W148718446,"2,3 tỷ",,,0,False,2026-03-27 11:44:32,2300000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,46 tr/m²,Hợp đồng mua bán,2 PN,50 m²,
23862457,131457633,487368674,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Phú Lợi,Phường Phú Lợi,,Phú Lợi,Căn hộ/Chung cư,23 giờ trước,0,False,10.98517,106.66749,"10.98517,106.66749",,"1,23 tỷ",,,0,False,2026-03-28 23:09:13,1230000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,24.6 tr/m²,Sổ hồng riêng,2 PN,50 m²,1
4882662,131457870,1245815748,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Bình (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,2 ngày trước,0,False,10.89186,106.83415,"10.89186,106.83415",,"4,49 tỷ",,,0,False,2026-03-27 12:10:02,4490000000 ₫,Mua bán,,,,Chung cư,Tây Bắc,60.675674 tr/m²,,2 PN,74 m²,2
27423627,131457872,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Phường Bình Lợi Trung,,Đường Nơ Trang Long,Căn hộ/Chung cư,10 giờ trước,0,True,10.818509,106.698944,"10.8185095,106.6989478",osm:W32928936,"3,1 tỷ",,,0,False,2026-03-29 11:37:41,3100000000 ₫,Mua bán,,,,Chung cư,,55.357143 tr/m²,,2 PN,56 m²,
29210502,131458114,2064367520,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Phường Long Bình,,Nguyễn Xiển,Căn hộ/Chung cư,2 ngày trước,0,False,10.8454,106.81972,"10.8454,106.81972",,"2,5 tỷ",,,0,False,2026-03-27 12:21:16,2500000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,Đông,42.372883 tr/m²,Sổ hồng riêng,2 PN,59 m²,2
12221998,131458233,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Gò Vấp,Phường 15,Phường An Hội Đông,,Đường Lê Đức Thọ,Căn hộ/Chung cư,2 ngày trước,0,True,10.844375,106.673294,"10.8443745,106.6732968",osm:W722320872,"2,75 tỷ",,,0,False,2026-03-27 12:26:31,2750000000 ₫,Mua bán,,,,Chung cư,,50.925926 tr/m²,,1 PN,54 m²,1
1043475,131458393,1512200435,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 6,Phường 14,Phường Phú Lâm,Số 243,Tân Hòa Đông,Căn hộ/Chung cư,2 ngày trước,0,False,10.75934,106.62583,"10.75934,106.62583",,"3,15 tỷ",,,0,False,2026-03-27 12:34:25,3150000000 ₫,Mua bán,Nội thất đầy đủ,Căn góc,Đông Bắc,Chung cư,Tây Nam,45 tr/m²,Sổ hồng riêng,2 PN,70 m²,2
6233,131458403,1473858068,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 5,Phường 9,Phường An Đông,155,Nguyễn Chí Thanh,Căn hộ/Chung cư,2 ngày trước,0,False,10.75909,106.66579,"10.75909,106.66579",,"3,85 tỷ",,,0,False,2026-03-27 12:34:50,3850000000 ₫,Mua bán,,,,Chung cư,,64.166664 tr/m²,Sổ hồng riêng,2 PN,60 m²,
14991803,131458666,373246257,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,113/89,An Dương Vương,Căn hộ/Chung cư,hôm qua,0,False,10.72014,106.61916,"10.72014,106.61916",,"2,69 tỷ",,,0,False,2026-03-28 13:14:04,2690000000 ₫,Mua bán,,,,Chung cư,,40.757576 tr/m²,Sổ hồng riêng,2 PN,66 m²,2
13270959,131458976,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 1,Phường Cầu Kho,Phường Cầu Ông Lãnh,,Nguyễn Cảnh Chân,Căn hộ/Chung cư,2 ngày trước,0,False,10.757783,106.68882,"10.7577834,106.6888211",,"5,98 tỷ",,,0,False,2026-03-27 13:06:41,5980000000 ₫,Mua bán,Hoàn thiện cơ bản,,,Chung cư,,37.142857 tr/m²,Sổ hồng riêng,3 PN,161 m²,2
26274262,131459279,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Dĩ An,Phường Dĩ An,1/34,Đường Đại lộ Độc Lập,Căn hộ/Chung cư,2 ngày trước,0,True,10.885702,106.74111,"10.8857022,106.7411151",osm:W32582769,850 triệu,,,0,False,2026-03-27 13:22:27,850000000 ₫,Mua bán,Hoàn thiện cơ bản,,Đông Nam,Chung cư,Đông,17.708334 tr/m²,Sổ hồng riêng,2 PN,48 m²,
13386418,131459908,360399446,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Phú Nhuận,Phường 9,Phường Đức Nhuận,số 8,Hoàng Minh Giám,Căn hộ/Chung cư,2 ngày trước,0,False,10.80964,106.67425,"10.80964,106.67425",,"9,2 tỷ",,,0,False,2026-03-27 13:51:11,9200000000 ₫,Mua bán,,Căn góc,,Chung cư,,90.196075 tr/m²,Sổ hồng riêng,3 PN,102 m²,2
25787850,131459982,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Phú,Phường Tân Mỹ,,23Đường Phú Thuận,Căn hộ/Chung cư,hôm qua,0,False,10.725101,106.72641,"10.7251014,106.7264125",,11 tỷ,,,0,False,2026-03-28 21:03:01,11000000000 ₫,Mua bán,Nội thất cao cấp,,,Chung cư,,95.652176 tr/m²,Hợp đồng mua bán,3 PN,115 m²,2
4846909,131460045,360399446,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Phú Nhuận,Phường 9,Phường Đức Nhuận,số 8,Hoàng Minh Giám,Căn hộ/Chung cư,2 ngày trước,0,False,10.80964,106.67425,"10.80964,106.67425",,"6,8 tỷ",,,0,False,2026-03-27 13:58:38,6800000000 ₫,Mua bán,Nội thất đầy đủ,,,Chung cư,,93.15069 tr/m²,Sổ hồng riêng,2 PN,73 m²,2
25513415,131460116,1376914533,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,,Phường Ninh Kiều,,Đường Lê Tấn Bê,Căn hộ/Chung cư,2 ngày trước,0,False,,,,,"1,05 tỷ",,,0,False,2026-03-27 14:02:39,1050000000 ₫,Mua bán,,0,,Chung cư,,24.418604 tr/m²,,1 PN,43 m²,1
30129004,131460138,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,,Đường Thống Nhất,Căn hộ/Chung cư,hôm qua,0,True,10.89115,106.8022,"10.89115,106.8022028",osm:W1301575040,3 tỷ,,,0,False,2026-03-28 21:00:54,3000000000 ₫,Mua bán,,,,Chung cư,,56.603775 tr/m²,,2 PN,53 m²,2
