Mã người đăng,Mã bài đăng,Mã dự án,Tỉnh/Thành phố cũ,Tỉnh/Thành phố mới,Huyện/Quận cũ,Phường/Xã cũ,Phường mới,Số nhà,Đường,Loại hình,Cập nhât lần cuối,Số tầng,Có hướng ra đường,Vĩ độ,Kinh độ,Tọa độ,Tọa độ ID,Giá (chữ),Chiều dài,Chiều rộng,Mức độ quảng cáo,Đăng bởi Đối tác,Ngày đăng,Giá bán,Hình thức,Hướng đất,Diện tích,Loại hình đất,Đơn giá (tr/m2),Giấy tờ pháp lý,Đặc điểm nhà/đất
10804070,131480572,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,Phường Bình Hưng Hòa,,18B,Đất,16 giờ trước,0,False,10.802689,106.60261,"10.8026884,106.6026064",,"6,3 tỷ",19 m2,5 m2,0,False,2026-03-29 13:06:03,6300000000 ₫,Mua bán,,94 m²,Đất thổ cư,67.02128 tr/m²,Đã có sổ,Hẻm xe hơi
20871,131480619,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Tân Phú Trung,Xã Củ Chi,,Đường Nguyễn Thị Lắng,Đất,hôm qua,0,False,10.946723,106.55245,"10.9467233,106.5524523",,"2,2 tỷ",20 m2,14.5 m2,0,False,2026-03-28 14:43:15,2200000000 ₫,Mua bán,,300 m²,Đất nông nghiệp,7.3333335 tr/m²,Đã có sổ,Hẻm xe hơi;Nở hậu
9420022,131480641,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 7,Phường Tân Hưng,Phường Tân Hưng,73,Đường Lê Văn Lương,Đất,hôm qua,0,True,10.7485075,106.704834,"10.7485078,106.704832",osm:W1267828439,"25,5 tỷ",,,0,False,2026-03-28 14:44:11,25500000000 ₫,Mua bán,,124 m²,Đất thổ cư,205.64516 tr/m²,,Nở hậu;Thổ cư toàn bộ
4256137,131480837,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Phường Hiệp Bình,hẻm bagac ,Đường số 48,Đất,hôm qua,0,False,10.833534,106.72523,"10.8335339,106.7252301",,"1,05 tỷ",15 m2,4 m2,0,False,2026-03-28 14:51:52,1050000000 ₫,Mua bán,,60 m²,Đất nông nghiệp,17.5 tr/m²,Sổ chung / công chứng vi bằng,Chưa có thổ cư
22178755,131480959,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Huyện Đất Đỏ,Xã Lộc An,Xã Phước Hải,,Đường Ven Biển,Đất,16 giờ trước,0,True,10.464756,107.34009,"10.4647563,107.3400869",osm:W112232815,963 triệu,,,0,False,2026-03-29 13:30:04,963000000 ₫,Mua bán,,254 m²,Đất thổ cư,3.7913387 tr/m²,,
314697,131481006,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Thạnh Mỹ Lợi (Quận 2 cũ),Phường Cát Lái,,Đường Nguyễn Thị Định,Đất,hôm qua,0,True,10.772106,106.77224,"10.7721064,106.7722425",osm:W1297584121,10 tỷ,24 m2,7 m2,0,False,2026-03-28 15:00:01,10000000000 ₫,Mua bán,,168 m²,Đất thổ cư,59.52381 tr/m²,Đã có sổ,Hẻm xe hơi
4710041,131481071,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Huyện Đất Đỏ,Xã Lộc An,Xã Phước Hải,,Ven biển,Đất,hôm qua,0,False,10.476566,107.34349,"10.4765664,107.3434916",,"2,5 tỷ",20 m2,8 m2,0,False,2026-03-28 15:02:43,2500000000 ₫,Mua bán,,151.8 m²,Đất thổ cư,16.469038 tr/m²,Đã có sổ,Mặt tiền;Thổ cư toàn bộ;Nở hậu
18587684,131481129,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Thái Mỹ,Xã Thái Mỹ,,Đường Tỉnh lộ 7,Đất,13 giờ trước,0,True,10.9957,106.41908,"10.9956996,106.4190821",osm:W1086327033,530 triệu,86 m2,13 m2,0,False,2026-03-29 16:25:02,530000000 ₫,Mua bán,,1000 m²,Đất thổ cư,0.53 tr/m²,Đã có sổ,
11677313,131481169,987630212,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Nhà Bè,Xã Nhơn Đức,Xã Hiệp Phước,,Đường Ngô Quang Thắm,Đất,hôm qua,0,False,10.675196,106.69398,"10.6751953,106.6939803",,850 triệu,,5.3 m2,0,False,2026-03-28 15:06:27,850000000 ₫,Mua bán,,85 m²,Đất thổ cư,10 tr/m²,,Mặt tiền;Chưa có thổ cư
30311361,131481335,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Huyện Đất Đỏ,Xã Lộc An,Xã Phước Hải,,Hồ Lồ - Lộc An,Đất,16 giờ trước,0,False,10.476566,107.34349,"10.4765664,107.3434916",,"1,275 tỷ",20 m2,5 m2,0,False,2026-03-29 13:24:00,1275000000 ₫,Mua bán,,100 m²,Đất thổ cư,12.75 tr/m²,Đã có sổ,Mặt tiền
1116017,131481541,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,Phường Bình Trị Đông,,Đường Liên khu 2-5,Đất,16 giờ trước,0,True,10.7688675,106.616745,"10.7688675,106.6167417",osm:W32585961,"7,9 tỷ",20 m2,4 m2,0,False,2026-03-29 13:27:02,7900000000 ₫,Mua bán,Tây,80 m²,Đất thổ cư,98.75 tr/m²,Đang chờ sổ,Mặt tiền;Thổ cư toàn bộ
26490732,131481694,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,Phường Bình Trị Đông,,Đường Bình Trị Đông,Đất,15 giờ trước,0,False,10.758126,106.609184,"10.7581261,106.609188",,"4,98 tỷ",15 m2,4 m2,0,False,2026-03-29 13:42:03,4980000000 ₫,Mua bán,Tây,60 m²,Đất thổ cư,83 tr/m²,Đã có sổ,Hẻm xe hơi
30909205,131481717,,Bà Rịa - Vũng Tàu,TP Hồ Chí Minh,Thành phố Bà Rịa,Phường Long Tâm,Phường Tam Long,,Đường Chu Văn An,Đất,hôm qua,0,True,10.513583,107.18852,"10.5135835,107.1885254",osm:W1150658471,"3,2 tỷ",,,0,False,2026-03-28 15:29:29,3200000000 ₫,Mua bán,,77.5 m²,Đất thổ cư,41.29032 tr/m²,,Mặt tiền;Thổ cư toàn bộ
9037668,131481754,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Phường Thới An,,thạnh xuân 22,Đất,hôm qua,0,False,10.8834305,106.670395,"10.8834303,106.6703963",,"3,65 tỷ",12.5 m2,4 m2,0,False,2026-03-28 15:30:56,3650000000 ₫,Mua bán,,50 m²,Đất thổ cư,73 tr/m²,Đã có sổ,Hẻm xe hơi
31006999,131482051,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Tân An Hội,Xã Tân An Hội,,493,Đất,21 giờ trước,0,False,10.9593525,106.48182,"10.9593528,106.4818167",,750 triệu,8 m2,21 m2,0,False,2026-03-29 08:11:26,750000000 ₫,Mua bán,,167 m²,Đất thổ cư,4.491018 tr/m²,Đã có sổ,Mặt tiền
2764388,131482094,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,Phường Bình Hưng Hòa,,đường 18B,Đất,hôm qua,0,False,10.802689,106.60261,"10.8026884,106.6026064",,"6,8 tỷ",18.5 m2,5 m2,0,False,2026-03-28 15:42:45,6800000000 ₫,Mua bán,,91.0999 m²,Đất thổ cư,74.64333 tr/m²,Đã có sổ,
22493717,131482332,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc B,Xã Tân Vĩnh Lộc,,Hẻm liên tổ 3-4,Đất,hôm qua,0,False,10.791165,106.5643,"10.7911649,106.5642998",,"8,5 tỷ",,,0,False,2026-03-28 15:51:53,8500000000 ₫,Mua bán,,288 m²,Đất thổ cư,29.51389 tr/m²,,Hẻm xe hơi;Thổ cư 1 phần
24760449,131482527,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,Phường Trung Mỹ Tây,,Đường Dương Thị Mười,Đất,14 giờ trước,0,True,10.860002,106.630875,"10.8600016,106.6308725",osm:W609063534,"2,48 tỷ",15 m2,3.2 m2,0,False,2026-03-29 14:42:00,2480000000 ₫,Mua bán,Tây Bắc,49.2999 m²,Đất thổ cư,50.304363 tr/m²,Đã có sổ,Nở hậu;Thổ cư toàn bộ
1116017,131482646,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Phường Bình Hưng Hòa,,Đường Mã Lò,Đất,12 giờ trước,0,True,10.7823,106.59924,"10.7823004,106.5992453",osm:W608784055,"5,1 tỷ",16 m2,4 m2,0,False,2026-03-29 16:42:02,5100000000 ₫,Mua bán,Đông Bắc,64 m²,Đất thổ cư,79.6875 tr/m²,,Hẻm xe hơi;Thổ cư toàn bộ
22632866,131482796,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Tân An Hội,Xã Tân An Hội,,Đường Nguyễn Thị Rành,Đất,16 giờ trước,0,True,10.9771385,106.470985,"10.9771381,106.470982",osm:W32584909,"1,5 tỷ",57 m2,21 m2,0,False,2026-03-29 13:20:53,1500000000 ₫,Mua bán,,1223 m²,Đất thổ cư,1.2264923 tr/m²,Đã có sổ,Hẻm xe hơi;Nở hậu
31084706,131482833,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường An Phú Đông,Phường An Phú Đông,,hà huy giáp,Đất,hôm qua,0,False,10.859661,106.70577,"10.8596614,106.7057733",,"1,45 tỷ",,,0,False,2026-03-28 16:11:26,1450000000 ₫,Mua bán,,100 m²,Đất thổ cư,14.5 tr/m²,,
13923559,131482899,,Bình Dương,TP Hồ Chí Minh,Thị xã Tân Uyên,Xã Vĩnh Tân,Phường Vĩnh Tân,,HL410,Đất,13 giờ trước,0,False,11.104906,106.71167,"11.1049057,106.71167",,5 tỷ,50 m2,12 m2,0,False,2026-03-29 16:06:00,5000000000 ₫,Mua bán,,600 m²,Đất thổ cư,8.333333 tr/m²,Đã có sổ,Mặt tiền
24760449,131482913,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thới An,Phường Thới An,,Đường Lê Thị Riêng,Đất,14 giờ trước,0,True,10.864375,106.65461,"10.864375,106.6546062",osm:W608197548,"7,79 tỷ",26 m2,5 m2,0,False,2026-03-29 15:02:04,7790000000 ₫,Mua bán,Nam,130 m²,Đất thổ cư,59.923077 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư toàn bộ
13923559,131483239,,Bình Dương,TP Hồ Chí Minh,Thị xã Tân Uyên,Xã Hội Nghĩa,Phường Bình Cơ,,Hội Nghĩa 85,Đất,12 giờ trước,0,False,11.100571,106.76707,"11.1005706,106.767069",,"5,5 tỷ",35 m2,10 m2,0,False,2026-03-29 16:43:03,5500000000 ₫,Mua bán,,350 m²,Đất thổ cư,15.714286 tr/m²,Đã có sổ,Thổ cư toàn bộ
31084706,131483317,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Tân An Hội,Xã Tân An Hội,,Đường Nguyễn Văn Khạ,Đất,hôm qua,0,True,10.989737,106.491585,"10.9897368,106.491587",osm:W128777433,"1,4 tỷ",,,0,False,2026-03-28 16:30:12,1400000000 ₫,Mua bán,,100 m²,Đất thổ cư,14 tr/m²,,
1919731,131483326,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Thới Tam Thôn,Xã Đông Thạnh,,Đường Đặng Thúc Vịnh,Đất,12 giờ trước,0,True,10.89701,106.624084,"10.8970096,106.6240821",osm:W604467828,14 tỷ,,,0,False,2026-03-29 16:38:00,14000000000 ₫,Mua bán,,475 m²,Đất thổ cư,29.473684 tr/m²,Đã có sổ,Thổ cư 1 phần
31237314,131483864,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Hòa Phú,Xã Bình Mỹ,,Đường Tỉnh lộ 8,Đất,hôm qua,0,False,10.976565,106.614395,"10.9765654,106.6143944",,"1,95 tỷ",23 m2,5 m2,0,False,2026-03-28 16:51:04,1950000000 ₫,Mua bán,,118 m²,Đất thổ cư,16.525423 tr/m²,,Hẻm xe hơi
30696709,131483925,,Bình Dương,TP Hồ Chí Minh,Huyện Bàu Bàng,Xã Trừ Văn Thố,Xã Trừ Văn Thố,,trừ văn thố,Đất,13 giờ trước,0,False,11.356915,106.61145,"11.3569158,106.6114474",,420 triệu,50 m2,10 m2,0,False,2026-03-29 16:01:02,420000000 ₫,Mua bán,,500 m²,Đất nông nghiệp,0.84 tr/m²,Đã có sổ,Nở hậu
12442561,131483938,205728345,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Phường Hiệp Bình,Số 309,Quốc Lộ 13,Đất,13 giờ trước,0,False,10.84366,106.71568,"10.84366,106.71568",,13 tỷ,21 m2,5 m2,0,False,2026-03-29 16:24:01,13000000000 ₫,Mua bán,Nam,110 m²,Đất nền dự án,118.181816 tr/m²,Đang chờ sổ,Mặt tiền;Hẻm xe hơi;Thổ cư toàn bộ
30520757,131483971,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,Xã Bà Điểm,,Đường Trần Văn Mười,Đất,16 giờ trước,0,True,10.850621,106.58843,"10.8506213,106.5884327",osm:W1258524724,"1,35 tỷ",32 m2,9.5 m2,0,False,2026-03-29 13:16:00,1350000000 ₫,Mua bán,Đông Nam,308 m²,Đất thổ cư,4.3831167 tr/m²,Đã có sổ,
24762074,131483972,,Bình Dương,TP Hồ Chí Minh,Huyện Phú Giáo,Xã An Linh,Xã An Long,,DH507,Đất,hôm qua,0,False,11.328873,106.71757,"11.328873,106.7175669",,"2,2 tỷ",65 m2,20 m2,0,False,2026-03-28 16:56:42,2200000000 ₫,Mua bán,,1300 m²,Đất thổ cư,1.6923077 tr/m²,,
29471054,131484065,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Phước Thạnh,Xã Thái Mỹ,,nguyễn thị chuỗi ,Đất,12 giờ trước,0,False,11.011451,106.42881,"11.011451,106.4288088",,590 triệu,32 m2,5 m2,0,False,2026-03-29 16:34:02,590000000 ₫,Mua bán,,160 m²,Đất thổ cư,3.6875 tr/m²,,
10998666,131484208,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Tân Đông Hiệp,Phường Tân Đông Hiệp,,Đường Vũng Việt,Đất,15 giờ trước,0,True,10.918546,106.75718,"10.9185455,106.7571804",osm:W137138277,"4,2 tỷ",14 m2,8 m2,0,False,2026-03-29 13:56:03,4200000000 ₫,Mua bán,Đông Nam,109 m²,Đất thổ cư,38.53211 tr/m²,Đã có sổ,Hẻm xe hơi;Nở hậu;Thổ cư 1 phần
30696709,131484574,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,Xã Bà Điểm,,Đường Xuân Thới Thượng,Đất,16 giờ trước,0,True,10.864772,106.57027,"10.8647721,106.5702661",osm:W1191702297,"1,35 tỷ",20 m2,5 m2,0,False,2026-03-29 13:03:01,1350000000 ₫,Mua bán,,100 m²,Đất thổ cư,13.5 tr/m²,Đã có sổ,
30520757,131484873,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,Xã Bà Điểm,,Đường Trần Văn Mười,Đất,13 giờ trước,0,True,10.850621,106.58843,"10.8506213,106.5884327",osm:W1258524724,"2,55 tỷ",,,0,False,2026-03-29 16:18:03,2550000000 ₫,Mua bán,,221 m²,Đất thổ cư,11.538462 tr/m²,Đã có sổ,
30520757,131484879,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Phú Mỹ Hưng,Xã An Nhơn Tây,,Đường Hõ Bò,Đất,15 giờ trước,0,True,11.128034,106.479485,"11.1280339,106.4794868",osm:W406886167,"2,35 tỷ",,,0,False,2026-03-29 13:36:04,2350000000 ₫,Mua bán,,878 m²,Đất thổ cư,2.6765375 tr/m²,Đã có sổ,Thổ cư 1 phần;Mặt tiền
30696709,131484980,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Bình Mỹ,Xã Bình Mỹ,,Đường Bình Mỹ,Đất,12 giờ trước,0,True,10.922191,106.61188,"10.9221908,106.6118771",osm:W609444549,"1,05 tỷ",20 m2,5 m2,0,False,2026-03-29 16:49:02,1050000000 ₫,Mua bán,,100 m²,Đất thổ cư,10.5 tr/m²,Đã có sổ,
27967535,131485059,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Tân Thông Hội,Xã Củ Chi,,Đường Số 28,Đất,hôm qua,0,True,10.959024,106.515564,"10.9590244,106.5155665",osm:W234510823,850 triệu,,,0,False,2026-03-28 17:59:57,850000000 ₫,Mua bán,,129 m²,Đất thổ cư,6.589147 tr/m²,,
29375327,131485383,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Trung An,Xã Bình Mỹ,,.,Đất,13 giờ trước,0,False,11.004886,106.58931,"11.0048859,106.5893129",,"1,52 tỷ",34 m2,10 m2,0,False,2026-03-29 16:22:00,1520000000 ₫,Mua bán,,347 m²,Đất thổ cư,4.3804035 tr/m²,Đã có sổ,
13211584,131485423,,Bình Dương,TP Hồ Chí Minh,Huyện Bàu Bàng,Xã Trừ Văn Thố,Xã Trừ Văn Thố,,Đường Quốc lộ 13,Đất,hôm qua,0,True,11.354782,106.633514,"11.3547818,106.6335157",osm:W785372345,"1,79 tỷ",40 m2,5 m2,0,False,2026-03-28 18:19:51,1790000000 ₫,Mua bán,,200 m²,Đất thổ cư,8.95 tr/m²,Đã có sổ,Mặt tiền
29024927,131485565,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,Phường Bình Hưng Hòa,,Đường số 11,Đất,11 giờ trước,0,True,10.799313,106.60538,"10.7993124,106.6053802",osm:W514174578,"14,2 tỷ",28 m2,5 m2,0,False,2026-03-29 17:43:17,14200000000 ₫,Mua bán,Đông,140 m²,Đất thổ cư,101.42857 tr/m²,Đã có sổ,Hẻm xe hơi
19971619,131485637,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Tân Thạnh Đông,Xã Phú Hòa Đông,Ấp 7,Đường Nguyễn Thị Đặng,Đất,hôm qua,0,True,10.965468,106.59062,"10.9654687,106.5906227",osm:W612471580,"2,5 tỷ",34 m2,5 m2,0,False,2026-03-28 18:32:36,2500000000 ₫,Mua bán,Đông,170 m²,Đất thổ cư,14.705882 tr/m²,Đã có sổ,Mặt tiền;Thổ cư toàn bộ
19971619,131485735,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Phú Hòa Đông,Xã Phú Hòa Đông,Ấp phú thuận,Tỉnh Lộ 15,Đất,hôm qua,0,False,11.020317,106.5643,"11.0203175,106.5642998",,"1,38 tỷ",21 m2,5 m2,0,False,2026-03-28 18:37:12,1380000000 ₫,Mua bán,Tây Bắc,105.5998 m²,Đất thổ cư,13.068207 tr/m²,Đã có sổ,Thổ cư toàn bộ;Hẻm xe hơi
12791059,131486023,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Phú Hòa,Phường Phú Lợi,,Đường Nguyễn Thị Minh Khai,Đất,hôm qua,0,True,10.976103,106.6889,"10.976103,106.6889067",osm:W146071032,"6,6 tỷ",,,0,False,2026-03-28 18:57:16,6600000000 ₫,Mua bán,Đông Nam,268 m²,Đất thổ cư,24.626865 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Thổ cư 1 phần
29024927,131486072,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,Phường Bình Hưng Hòa,,đường 11 . hẻm 255,Đất,15 giờ trước,0,False,10.802689,106.60261,"10.8026884,106.6026064",,"7,9 tỷ",28 m2,5 m2,0,False,2026-03-29 14:06:00,7900000000 ₫,Mua bán,Đông,140 m²,Đất thổ cư,56.42857 tr/m²,Đã có sổ,
10082535,131486537,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Thành phố Thủ Đức,Phường Tăng Nhơn Phú A (Quận 9 cũ),Phường Tăng Nhơn Phú,,Đường D1,Đất,13 giờ trước,0,True,10.844893,106.80519,"10.8448938,106.8051909",osm:W261043954,"10,5 tỷ",21 m2,5 m2,0,False,2026-03-29 16:22:00,10500000000 ₫,Mua bán,,105 m²,Đất thổ cư,100 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi;Thổ cư toàn bộ
31074585,131486630,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Chánh Nghĩa,Phường Thủ Dầu Một,375 Lò Chén,Đường Lò Chén,Đất,12 giờ trước,0,True,10.969266,106.658,"10.9692656,106.658",osm:W145623485,"2,3 tỷ",15.8 m2,5.4 m2,0,False,2026-03-29 16:58:02,2300000000 ₫,Mua bán,,83 m²,Đất thổ cư,27.710844 tr/m²,,Hẻm xe hơi;Thổ cư toàn bộ
4921152,131486728,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Cần Giờ,Xã Bình Khánh,Xã Bình Khánh,,Đường Rừng Sác,Đất,hôm qua,0,True,10.627087,106.799164,"10.6270865,106.7991627",osm:W329803036,57 tỷ,,,0,False,2026-03-28 19:50:13,57000000000 ₫,Mua bán,,1907.4 m²,Đất thổ cư,29.883612 tr/m²,Đã có sổ,
11073854,131486798,1824493681,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Phú Hòa,Phường Phú Lợi,,Phú Thọ,Đất,hôm qua,0,False,10.95034,106.66269,"10.95034,106.66269",,600 triệu,25 m2,6 m2,0,False,2026-03-28 19:54:54,600000000 ₫,Mua bán,Đông Bắc,150 m²,Đất thổ cư,4 tr/m²,Đã có sổ,Mặt tiền
906924,131487163,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Tân Đông Hiệp,Phường Tân Đông Hiệp,,Đường Đoàn Thị Kia,Đất,hôm qua,0,True,10.914057,106.75638,"10.9140569,106.7563771",osm:W498042946,"3,75 tỷ",,5 m2,0,False,2026-03-28 20:21:13,3750000000 ₫,Mua bán,Đông,88 m²,Đất thổ cư,42.613636 tr/m²,Đã có sổ,Hẻm xe hơi;Thổ cư 1 phần
30965294,131487296,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Thạnh Lộc,Phường An Phú Đông,,Vườn Lài,Đất,hôm qua,0,False,10.87123,106.68598,"10.8712302,106.6859815",,"4,5 tỷ",25 m2,4 m2,0,False,2026-03-28 20:30:23,4500000000 ₫,Mua bán,,90 m²,Đất thổ cư,50 tr/m²,,Hẻm xe hơi
31179869,131487450,,Bình Dương,TP Hồ Chí Minh,Thị xã Bến Cát,Xã An Điền,Phường Long Nguyên,,Thới Hòa,Đất,hôm qua,0,False,11.134776,106.57019,"11.1347757,106.5701927",,"2,65 tỷ",399 m2,10 m2,0,False,2026-03-28 20:41:14,2650000000 ₫,Mua bán,Đông Nam,399 m²,Đất thổ cư,6.641604 tr/m²,Đã có sổ,Mặt tiền;Thổ cư 1 phần
20687187,131487757,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,Phường Đông Hưng Thuận,,Phan Văn Hớn ,Đất,12 giờ trước,0,False,10.843384,106.63061,"10.8433839,106.630604",,"4,99 tỷ",18 m2,5.0999 m2,0,False,2026-03-29 16:47:00,4990000000 ₫,Mua bán,,87 m²,Đất thổ cư,57.356323 tr/m²,Đã có sổ,
3489339,131487758,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Cần Giờ,Xã Lý Nhơn,Xã An Thới Đông,119,bà năm,Đất,hôm qua,0,False,10.468149,106.80604,"10.468149,106.8060388",,"3,5 tỷ",,,0,False,2026-03-28 20:58:49,3500000000 ₫,Mua bán,,34556 m²,Đất nông nghiệp,0.10128487 tr/m²,,Mặt tiền;Hẻm xe hơi;Không có thổ cư
13360615,131487800,,Bình Dương,TP Hồ Chí Minh,Thành phố Thủ Dầu Một,Phường Hiệp An,Phường Phú An,,4m,Đất,hôm qua,0,False,11.035643,106.63208,"11.035643,106.6320777",,"1,8 tỷ",15 m2,7 m2,0,False,2026-03-28 21:00:49,1800000000 ₫,Mua bán,,106 m²,Đất thổ cư,16.981133 tr/m²,Đã có sổ,Hẻm xe hơi
29176513,131487968,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Phường An Lạc,,Đường Bùi Tư Toàn,Đất,hôm qua,0,True,10.732879,106.61197,"10.7328783,106.6119652",osm:W894458983,"2,4 tỷ",12 m2,4 m2,0,False,2026-03-28 21:11:32,2400000000 ₫,Mua bán,Tây,48 m²,Đất công nghiệp,50 tr/m²,Đã có sổ,Hẻm xe hơi;Chưa có thổ cư
23965732,131488141,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,Phường Đông Hưng Thuận,,Duong Thi Giang,Đất,12 giờ trước,0,False,10.843384,106.63061,"10.8433839,106.630604",,"5,1 tỷ",,,0,False,2026-03-29 16:38:00,5100000000 ₫,Mua bán,,86.6998 m²,Đất thổ cư,58.823666 tr/m²,,Hẻm xe hơi
3171317,131488147,,Bình Dương,TP Hồ Chí Minh,Thị xã Bến Cát,Phường Tân Định,Phường Hòa Lợi,,Tân Định 003,Đất,15 giờ trước,0,False,11.0600605,106.635025,"11.0600602,106.635025",,"2,45 tỷ",40 m2,6 m2,0,False,2026-03-29 13:37:04,2450000000 ₫,Mua bán,Tây Nam,385 m²,Đất thổ cư,6.3636365 tr/m²,Đã có sổ,Mặt tiền;Nở hậu;Thổ cư 1 phần
15440083,131488271,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Phường Bình Hưng Hòa,,Đường Số 1,Đất,hôm qua,0,True,10.780984,106.600426,"10.7809844,106.6004271",osm:W505230858,"5,9 tỷ",16 m2,4.5 m2,0,False,2026-03-28 21:32:15,5900000000 ₫,Mua bán,,74 m²,Đất thổ cư,79.72973 tr/m²,Đã có sổ,Thổ cư toàn bộ;Mặt tiền
31078985,131488478,,Tp Hồ Chí Minh,TP Hồ Chí Minh,Huyện Củ Chi,Xã Tân Thông Hội,Xã Củ Chi,,Đường Trần Tử Bình,Đất,12 giờ trước,0,True,10.963726,106.50734,"10.9637265,106.5073407",osm:W32588773,620 triệu,30 m2,5 m2,0,False,2026-03-29 16:33:02,620000000 ₫,Mua bán,Tây Nam,150 m²,Đất thổ cư,4.133333 tr/m²,,Mặt tiền;Hẻm xe hơi;Thổ cư toàn bộ
9172749,131488627,,Bình Dương,TP Hồ Chí Minh,Thành phố Dĩ An,Phường Đông Hòa,Phường Đông Hòa,,Đường Nguyễn Du,Đất,hôm qua,0,False,10.880207,106.79328,"10.8802074,106.7932815",,"10,4 tỷ",22 m2,6 m2,0,False,2026-03-28 22:01:29,10400000000 ₫,Mua bán,,132 m²,Đất thổ cư,78.78788 tr/m²,Đã có sổ,Mặt tiền;Hẻm xe hơi
